No.;Time;Source;Destination;Protocol;Length;Info
1192;11.221308;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1193;11.221308;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1194;11.222338;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1195;11.223575;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1196;11.223575;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1197;11.223575;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1198;11.223575;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1199;11.223575;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1200;11.223575;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1201;11.226597;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1202;11.226839;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1203;11.226839;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1204;11.226839;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1205;11.226984;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1206;11.227162;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1207;11.227162;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1208;11.227162;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1209;11.2283;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1210;11.229266;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1211;11.229266;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1212;11.229266;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1213;11.229266;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1214;11.229266;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1215;11.229856;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1216;11.231239;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1217;11.232299;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1218;11.232299;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1219;11.232299;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1220;11.232299;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1221;11.232299;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1222;11.232299;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1223;11.233483;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1224;11.233483;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1225;11.233483;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1226;11.233483;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1227;11.233483;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1228;11.233911;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1229;11.23522;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1230;11.235923;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1231;11.235923;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1232;11.235923;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1233;11.235923;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1234;11.238158;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1235;11.238522;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1236;11.239509;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1237;11.239509;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1238;11.239509;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1239;11.239509;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1240;11.239509;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1241;11.239509;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1242;11.239509;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1243;11.240217;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1244;11.240217;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1245;11.240217;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1246;11.240217;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1247;11.240726;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1248;11.240946;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1249;11.241832;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1250;11.241832;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1251;11.241832;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1252;11.243532;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1253;11.244561;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1254;11.244561;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1255;11.244561;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1256;11.244561;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1257;11.244561;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1258;11.244561;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1259;11.245028;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1260;11.245028;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1261;11.245088;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1262;11.246475;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1263;11.247834;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1264;11.247834;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1265;11.247834;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1266;11.247834;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1267;11.247834;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1268;11.247834;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1269;11.248386;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1270;11.248591;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1271;11.249259;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1272;11.249259;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1273;11.249259;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1274;11.261648;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1275;11.261974;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1276;11.262421;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1277;11.262421;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1278;11.268875;192.168.43.84;112.215.207.44;UDP;76;60544  >  443 Len=34
1279;11.284106;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1280;11.284269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1281;11.284269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1282;11.284269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1283;11.290634;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1284;11.290922;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1285;11.291964;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1286;11.292231;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1287;11.296775;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1288;11.296983;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1289;11.296983;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1290;11.296983;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1291;11.297309;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1292;11.306782;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1293;11.307048;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1294;11.307048;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1295;11.307048;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1296;11.309899;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1297;11.310087;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1298;11.310087;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1299;11.310087;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1300;11.310535;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1301;11.31084;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1302;11.320215;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1303;11.321015;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1304;11.321015;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1305;11.321933;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1306;11.322633;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1307;11.322633;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1308;11.322633;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1309;11.325732;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1310;11.326187;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1311;11.327088;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1312;11.327088;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1313;11.327088;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1314;11.327088;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1315;11.327088;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1316;11.327088;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1317;11.327088;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1318;11.340839;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1319;11.34141;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1320;11.341503;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1321;11.341503;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1322;11.341503;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1323;11.341503;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1324;11.343326;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1325;11.343326;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1326;11.343577;112.215.207.44;192.168.43.84;UDP;1138;443  >  60544 Len=1096
1327;11.358929;192.168.43.84;112.215.207.44;UDP;81;60544  >  443 Len=39
1328;11.442652;112.215.207.44;192.168.43.84;UDP;68;443  >  60544 Len=26
1329;11.764069;192.168.43.84;142.250.4.93;ICMP;74;Echo (ping) request  id=0x0001, seq=12/3072, ttl=128 (reply in 1330)
1330;11.852696;142.250.4.93;192.168.43.84;ICMP;74;Echo (ping) reply    id=0x0001, seq=12/3072, ttl=250 (request in 1329)
1331;13.25206;192.168.43.84;74.125.68.94;TCP;55;52912  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1 [TCP segment of a reassembled PDU]
1332;13.358556;74.125.68.94;192.168.43.84;TCP;66;443  >  52912 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2
1333;13.45878;192.168.43.84;74.125.68.84;TCP;55;52916  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1 [TCP segment of a reassembled PDU]
1334;13.538767;74.125.68.84;192.168.43.84;TCP;66;443  >  52916 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2
1335;13.75476;192.168.43.84;74.125.200.136;TCP;55;52914  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1 [TCP segment of a reassembled PDU]
1336;13.754783;192.168.43.84;142.251.10.95;TCP;55;52915  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1 [TCP segment of a reassembled PDU]
1337;13.84434;74.125.200.136;192.168.43.84;TCP;66;443  >  52914 [ACK] Seq=1 Ack=2 Win=273 Len=0 SLE=1 SRE=2
1338;13.850257;142.251.10.95;192.168.43.84;TCP;66;443  >  52915 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2
1339;14.236072;192.168.43.84;172.253.118.190;UDP;744;63782  >  443 Len=702
1340;14.327217;172.253.118.190;192.168.43.84;UDP;74;443  >  63782 Len=32
1341;14.327337;172.253.118.190;192.168.43.84;UDP;120;443  >  63782 Len=78
1342;14.327337;172.253.118.190;192.168.43.84;UDP;68;443  >  63782 Len=26
1343;14.327744;192.168.43.84;172.253.118.190;UDP;81;63782  >  443 Len=39
1344;14.344556;192.168.43.84;172.253.118.190;UDP;75;63782  >  443 Len=33
1345;14.417927;172.253.118.190;192.168.43.84;UDP;68;443  >  63782 Len=26
1346;15.773833;192.168.43.84;172.217.194.95;TCP;55;52932  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1 [TCP segment of a reassembled PDU]
1347;15.855464;172.217.194.95;192.168.43.84;TCP;66;443  >  52932 [ACK] Seq=1 Ack=2 Win=267 Len=0 SLE=1 SRE=2
1348;15.954001;192.168.43.84;172.253.118.190;TCP;55;52939  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1 [TCP segment of a reassembled PDU]
1349;15.954167;192.168.43.84;142.250.4.119;TCP;55;52940  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU]
1350;16.015521;142.250.4.119;192.168.43.84;TCP;66;443  >  52940 [ACK] Seq=1 Ack=2 Win=266 Len=0 SLE=1 SRE=2
1351;16.022106;172.253.118.190;192.168.43.84;TCP;66;443  >  52939 [ACK] Seq=1 Ack=2 Win=266 Len=0 SLE=1 SRE=2
1352;16.33395;192.168.43.84;142.251.10.95;TCP;55;52924  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1 [TCP segment of a reassembled PDU]
1353;16.437092;142.251.10.95;192.168.43.84;TCP;66;443  >  52924 [ACK] Seq=1 Ack=2 Win=273 Len=0 SLE=1 SRE=2
1354;16.907067;192.168.43.84;172.253.118.190;UDP;1155;63782  >  443 Len=1113
1355;17.014658;172.253.118.190;192.168.43.84;UDP;74;443  >  63782 Len=32
1356;17.021657;172.253.118.190;192.168.43.84;UDP;154;443  >  63782 Len=112
1357;17.021823;172.253.118.190;192.168.43.84;UDP;239;443  >  63782 Len=197
1358;17.022344;192.168.43.84;172.253.118.190;UDP;81;63782  >  443 Len=39
1359;17.036999;192.168.43.84;172.253.118.190;UDP;75;63782  >  443 Len=33
1360;17.089808;172.253.118.190;192.168.43.84;UDP;68;443  >  63782 Len=26
1361;18.470777;XiaomiCo_ea:ad:01;AzureWav_eb:4d:4d;ARP;42;Who has 192.168.43.84? Tell 192.168.43.1
1362;18.47082;AzureWav_eb:4d:4d;XiaomiCo_ea:ad:01;ARP;42;192.168.43.84 is at 40:9f:38:eb:4d:4d
1363;21.306913;192.168.43.84;74.125.24.132;TCP;55;52946  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1 [TCP segment of a reassembled PDU]
1364;21.411125;74.125.24.132;192.168.43.84;TCP;66;443  >  52946 [ACK] Seq=1 Ack=2 Win=285 Len=0 SLE=1 SRE=2
1365;22.253869;192.168.43.84;74.125.68.188;TCP;55;52921  >  5228 [ACK] Seq=1 Ack=1 Win=258 Len=1
1366;22.371106;74.125.68.188;192.168.43.84;TCP;66;5228  >  52921 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2
1367;23.314497;192.168.43.84;74.125.68.148;TCP;55;52947  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1 [TCP segment of a reassembled PDU]
1368;23.415405;74.125.68.148;192.168.43.84;TCP;66;443  >  52947 [ACK] Seq=1 Ack=2 Win=266 Len=0 SLE=1 SRE=2
1369;24.451488;192.168.43.84;142.250.4.136;TCP;55;52948  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1 [TCP segment of a reassembled PDU]
1370;24.538735;142.250.4.136;192.168.43.84;TCP;66;443  >  52948 [ACK] Seq=1 Ack=2 Win=266 Len=0 SLE=1 SRE=2
1371;25.570725;192.168.43.84;74.125.68.100;TCP;55;52949  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1 [TCP segment of a reassembled PDU]
1372;25.672664;74.125.68.100;192.168.43.84;TCP;66;443  >  52949 [ACK] Seq=1 Ack=2 Win=286 Len=0 SLE=1 SRE=2
1373;26.061123;192.168.43.84;112.215.207.44;UDP;839;60544  >  443 Len=797
1374;26.146248;112.215.207.44;192.168.43.84;UDP;71;443  >  60544 Len=29
1375;26.146955;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1376;26.146955;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1377;26.146955;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1378;26.146955;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1379;26.147348;192.168.43.84;112.215.207.44;UDP;78;60544  >  443 Len=36
1380;26.147638;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1381;26.147638;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1382;26.147638;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1383;26.149714;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1384;26.149714;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1385;26.149714;112.215.207.44;192.168.43.84;THRIFT;1292;[Malformed Packet: length of contained item exceeds length of containing item]
1386;26.150738;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1387;26.150738;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1388;26.150738;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1389;26.150738;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1390;26.150738;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1391;26.151001;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1392;26.159146;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1393;26.160229;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1394;26.160229;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1395;26.160229;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1396;26.160229;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1397;26.160229;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1398;26.160229;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1399;26.160586;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1400;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1401;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1402;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1403;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1404;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1405;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1406;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1407;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1408;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1409;26.162525;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1410;26.162752;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1411;26.162752;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1412;26.162752;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1413;26.162752;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1414;26.162956;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1415;26.166968;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1416;26.167728;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1417;26.167728;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1418;26.167728;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1419;26.167728;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1420;26.168042;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1421;26.168654;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1422;26.168654;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1423;26.168654;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1424;26.168654;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1425;26.168654;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1426;26.169115;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1427;26.16977;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1428;26.16977;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1429;26.16977;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1430;26.16977;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1431;26.170036;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1432;26.170756;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1433;26.170756;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1434;26.170756;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1435;26.170756;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1436;26.170756;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1437;26.170756;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1438;26.177778;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1439;26.178572;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1440;26.178572;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1441;26.178572;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1442;26.178572;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1443;26.178837;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1444;26.179378;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1445;26.180058;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1446;26.180058;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1447;26.180058;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1448;26.181087;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1449;26.1823;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1450;26.1823;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1451;26.1823;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1452;26.1823;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1453;26.1823;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1454;26.1823;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1455;26.182609;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1456;26.183799;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1457;26.185269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1458;26.185269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1459;26.185269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1460;26.185269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1461;26.185269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1462;26.185269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1463;26.185269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1464;26.185269;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1465;26.185769;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1466;26.186195;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1467;26.186963;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1468;26.186963;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1469;26.186963;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1470;26.186963;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1471;26.186963;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1472;26.189175;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1473;26.189542;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1474;26.190818;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1475;26.191053;192.168.43.84;112.215.207.44;UDP;75;60544  >  443 Len=33
1476;26.191657;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1477;26.191657;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1478;26.191657;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1479;26.191657;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1480;26.191657;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1481;26.191657;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1482;26.194086;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1483;26.195866;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1484;26.195866;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1485;26.195866;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1486;26.195866;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
1487;26.195866;112.215.207.44;192.168.43.84;UDP;1292;443  >  60544 Len=1250
